State,Account Length,Area Code,Phone,IntlPlan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn
WV,139,415,403-9766,no,no,0,271.600.000,130,46.170.000,156.000.000,131,13.260.000,136.300.000,108,6.130.000,11.600.000,9,3.130.000,2,False.
IN,189,510,363-2407,no,no,0,219.900.000,80,37.380.000,143.300.000,117,12.180.000,130.600.000,69,5.880.000,11.700.000,7,3.160.000,1,False.
NM,96,415,395-9214,no,yes,33,183.300.000,115,31.160.000,201.400.000,87,17.120.000,177.400.000,84,7.980.000,10.400.000,15,2.810.000,3,False.
DE,112,408,351-8894,no,no,0,101.100.000,119,17.190.000,214.400.000,67,18.220.000,179.500.000,112,8.080.000,10.300.000,5,2.780.000,2,False.
NC,75,408,406-5003,no,no,0,203.300.000,70,34.560.000,228.900.000,97,19.460.000,222.200.000,118,10.000.000,14.300.000,3,3.860.000,1,False.
NM,178,415,398-1332,no,yes,35,175.400.000,88,29.820.000,190.000.000,65,16.150.000,138.700.000,94,6.240.000,10.500.000,3,2.840.000,2,False.
SC,112,415,363-8033,no,no,0,266.000.000,97,45.220.000,214.600.000,94,18.240.000,306.200.000,100,13.780.000,14.200.000,2,3.830.000,2,True.
NJ,108,415,333-1012,no,yes,41,171.600.000,110,29.170.000,136.100.000,78,11.570.000,183.400.000,103,8.250.000,10.800.000,7,2.920.000,0,False.
AZ,100,510,391-6260,no,no,0,78.700.000,98,13.380.000,225.600.000,102,19.180.000,150.400.000,106,6.770.000,14.000.000,8,3.780.000,0,False.
RI,121,510,336-1353,no,yes,20,211.900.000,110,36.020.000,215.100.000,120,18.280.000,238.500.000,107,10.730.000,9.400.000,2,2.540.000,0,False.
SD,116,415,365-5629,no,no,0,63.700.000,101,10.830.000,195.800.000,95,16.640.000,210.100.000,87,9.450.000,10.000.000,6,2.700.000,1,False.
NH,161,415,349-4397,no,no,0,173.400.000,100,29.480.000,213.700.000,74,18.160.000,141.500.000,69,6.370.000,11.500.000,4,3.110.000,1,False.
AL,19,415,380-3910,yes,no,0,237.700.000,98,40.410.000,207.100.000,121,17.600.000,182.200.000,95,8.200.000,4.500.000,4,1.220.000,0,False.
WV,104,415,354-7820,no,no,0,225.900.000,123,38.400.000,162.800.000,106,13.840.000,272.100.000,85,12.240.000,10.100.000,4,2.730.000,1,False.
ID,119,415,338-9952,yes,yes,32,173.000.000,101,29.410.000,209.400.000,93,17.800.000,231.100.000,91,10.400.000,12.200.000,4,3.290.000,0,False.
MD,125,415,405-1821,no,no,0,224.900.000,102,38.230.000,143.800.000,87,12.220.000,198.900.000,105,8.950.000,8.000.000,2,2.160.000,0,False.
IN,156,510,329-8669,no,no,0,237.700.000,122,40.410.000,181.500.000,91,15.430.000,185.700.000,151,8.360.000,7.700.000,4,2.080.000,1,False.
WY,109,415,328-8808,no,no,0,137.000.000,128,23.290.000,217.000.000,116,18.450.000,182.100.000,86,8.190.000,10.000.000,5,2.700.000,2,False.
NH,95,510,409-3018,no,no,0,142.500.000,109,24.230.000,176.100.000,107,14.970.000,189.600.000,88,8.530.000,8.200.000,3,2.210.000,2,False.
MN,90,408,421-5994,no,no,0,142.400.000,126,24.210.000,126.200.000,118,10.730.000,274.200.000,71,12.340.000,4.600.000,4,1.240.000,1,False.
MA,105,415,354-4448,no,yes,21,147.000.000,112,24.990.000,197.300.000,43,16.770.000,267.400.000,93,12.030.000,8.700.000,3,2.350.000,2,False.
NH,101,510,352-5081,no,no,0,220.300.000,124,37.450.000,188.600.000,101,16.030.000,278.400.000,98,12.530.000,10.600.000,4,2.860.000,1,False.
MN,95,415,401-7803,no,no,0,149.200.000,96,25.360.000,260.700.000,116,22.160.000,201.000.000,120,9.050.000,8.100.000,2,2.190.000,1,False.
IA,123,415,420-6052,no,no,0,204.400.000,88,34.750.000,137.500.000,111,11.690.000,226.000.000,100,10.170.000,10.000.000,4,2.700.000,0,False.
NY,160,408,352-6084,no,no,0,216.800.000,77,36.860.000,207.300.000,117,17.620.000,228.600.000,117,10.290.000,5.600.000,2,1.510.000,1,False.
AL,141,510,388-8583,no,yes,28,308.000.000,123,52.360.000,247.800.000,128,21.060.000,152.900.000,103,6.880.000,7.400.000,3,2.000.000,1,False.
WV,87,415,415-3158,no,no,0,58.000.000,125,9.860.000,67.500.000,116,5.740.000,185.900.000,136,8.370.000,11.500.000,3,3.110.000,0,False.
NM,81,415,402-9304,no,no,0,173.200.000,80,29.440.000,236.200.000,94,20.080.000,240.200.000,84,10.810.000,11.800.000,6,3.190.000,2,False.
CA,75,415,341-1916,no,yes,19,210.300.000,90,35.750.000,241.800.000,87,20.550.000,215.700.000,102,9.710.000,13.100.000,3,3.540.000,4,False.
MA,126,408,381-2745,no,yes,24,58.900.000,125,10.010.000,305.500.000,90,25.970.000,158.900.000,73,7.150.000,12.100.000,6,3.270.000,0,False.
ME,28,415,402-5014,no,no,0,236.800.000,102,40.260.000,167.100.000,87,14.200.000,280.200.000,115,12.610.000,9.700.000,3,2.620.000,3,False.
FL,153,415,399-8846,no,no,0,228.900.000,102,38.910.000,160.700.000,136,13.660.000,203.100.000,109,9.140.000,12.500.000,2,3.380.000,0,False.
NH,97,408,328-9267,no,yes,32,90.000.000,87,15.300.000,276.300.000,113,23.490.000,185.200.000,107,8.330.000,8.600.000,6,2.320.000,2,True.
IN,115,408,348-7224,no,no,0,146.700.000,128,24.940.000,106.200.000,74,9.030.000,197.700.000,104,8.900.000,11.100.000,4,3.000.000,2,False.
WI,95,408,336-2190,no,no,0,237.300.000,83,40.340.000,154.000.000,65,13.090.000,237.000.000,105,10.670.000,11.200.000,6,3.020.000,1,False.
MA,17,415,376-4705,yes,no,0,162.800.000,118,27.680.000,229.600.000,91,19.520.000,332.700.000,94,14.970.000,13.600.000,3,3.670.000,0,True.
NH,105,415,381-4076,no,yes,20,186.900.000,114,31.770.000,256.300.000,91,21.790.000,334.700.000,104,15.060.000,8.900.000,2,2.400.000,1,False.
TX,121,415,348-8464,no,no,0,86.100.000,100,14.640.000,259.800.000,113,22.080.000,148.000.000,79,6.660.000,9.100.000,9,2.460.000,2,False.
NC,125,408,412-7020,no,no,0,212.300.000,89,36.090.000,215.400.000,127,18.310.000,186.800.000,73,8.410.000,11.300.000,2,3.050.000,2,False.
CT,124,415,386-8432,no,no,0,151.000.000,98,25.670.000,120.600.000,119,10.250.000,152.800.000,81,6.880.000,9.200.000,2,2.480.000,2,False.
NJ,35,408,337-1802,no,no,0,158.600.000,67,26.960.000,130.400.000,96,11.080.000,229.800.000,80,10.340.000,6.900.000,5,1.860.000,2,False.
WY,134,510,366-1084,no,no,0,296.000.000,93,50.320.000,226.400.000,117,19.240.000,246.800.000,98,11.110.000,12.300.000,10,3.320.000,0,True.
LA,123,510,352-4182,no,yes,32,212.300.000,77,36.090.000,251.500.000,78,21.380.000,208.700.000,85,9.390.000,6.600.000,2,1.780.000,3,False.
NV,124,415,368-5628,no,no,0,234.400.000,61,39.850.000,179.300.000,111,15.240.000,285.500.000,117,12.850.000,10.400.000,6,2.810.000,3,False.
WV,133,510,333-8996,no,no,0,176.800.000,92,30.060.000,187.500.000,97,15.940.000,196.800.000,88,8.860.000,6.500.000,3,1.760.000,2,False.
AR,185,415,353-2557,no,yes,19,157.300.000,123,26.740.000,257.700.000,94,21.900.000,190.400.000,107,8.570.000,9.600.000,6,2.590.000,0,False.
SC,1,415,356-8621,no,yes,26,146.600.000,68,24.920.000,172.800.000,67,14.690.000,173.800.000,113,7.820.000,10.000.000,2,2.700.000,1,False.
KS,107,415,354-6942,no,no,0,260.500.000,108,44.290.000,102.400.000,110,8.700.000,129.700.000,148,5.840.000,9.800.000,5,2.650.000,1,False.
NY,91,415,377-9829,no,yes,20,146.100.000,98,24.840.000,277.400.000,104,23.580.000,137.700.000,100,6.200.000,6.200.000,3,1.670.000,1,False.
MI,178,408,348-4660,yes,no,0,124.500.000,134,21.170.000,141.200.000,78,12.000.000,268.200.000,113,12.070.000,11.400.000,2,3.080.000,2,True.
MA,123,415,410-5199,no,no,0,209.400.000,49,35.600.000,237.400.000,117,20.180.000,239.200.000,98,10.760.000,9.800.000,11,2.650.000,1,False.
UT,170,415,397-6542,no,no,0,285.700.000,44,48.570.000,167.500.000,144,14.240.000,260.000.000,97,11.700.000,8.700.000,4,2.350.000,1,True.
HI,135,415,333-4492,no,no,0,190.900.000,44,32.450.000,161.400.000,109,13.720.000,231.900.000,100,10.440.000,8.400.000,2,2.270.000,1,False.
PA,85,408,405-9573,no,no,0,144.400.000,88,24.550.000,264.600.000,105,22.490.000,185.400.000,94,8.340.000,9.900.000,3,2.670.000,1,False.
OR,134,415,359-7255,no,yes,50,208.800.000,130,35.500.000,132.900.000,104,11.300.000,136.700.000,107,6.150.000,11.100.000,4,3.000.000,2,False.
TN,148,415,419-5501,no,yes,36,77.600.000,141,13.190.000,207.000.000,60,17.600.000,255.700.000,115,11.510.000,10.900.000,2,2.940.000,1,False.
CT,93,415,404-4809,no,no,0,271.100.000,101,46.090.000,237.400.000,133,20.180.000,145.400.000,103,6.540.000,8.400.000,6,2.270.000,1,True.
AZ,138,415,344-6334,no,no,0,240.800.000,104,40.940.000,144.500.000,92,12.280.000,125.700.000,98,5.660.000,11.600.000,1,3.130.000,0,False.
OR,159,510,400-1899,no,no,0,114.800.000,98,19.520.000,192.600.000,101,16.370.000,259.000.000,108,11.660.000,12.200.000,5,3.290.000,0,False.
DE,103,415,346-5053,no,yes,34,138.800.000,80,23.600.000,142.000.000,108,12.070.000,183.800.000,77,8.270.000,11.800.000,7,3.190.000,1,False.
MA,150,408,398-2148,no,yes,27,209.800.000,112,35.670.000,155.000.000,80,13.180.000,251.500.000,111,11.320.000,7.200.000,6,1.940.000,0,False.
CT,37,408,347-7675,no,no,0,134.900.000,98,22.930.000,248.400.000,130,21.110.000,236.200.000,113,10.630.000,14.700.000,2,3.970.000,3,False.
AR,33,415,411-8956,yes,no,0,164.000.000,99,27.880.000,153.100.000,102,13.010.000,123.800.000,104,5.570.000,6.400.000,4,1.730.000,0,False.
SD,55,415,390-3761,no,no,0,245.500.000,130,41.740.000,192.700.000,54,16.380.000,141.700.000,83,6.380.000,9.100.000,4,2.460.000,1,False.
CT,134,408,377-3876,no,yes,32,80.300.000,94,13.650.000,199.900.000,124,16.990.000,170.800.000,117,7.690.000,16.600.000,3,4.480.000,0,False.
CT,107,408,345-2476,no,no,0,90.700.000,90,15.420.000,207.500.000,109,17.640.000,169.400.000,96,7.620.000,5.600.000,5,1.510.000,2,False.
MA,80,408,337-7879,no,yes,36,190.300.000,115,32.350.000,256.600.000,78,21.810.000,214.900.000,145,9.670.000,3.800.000,4,1.030.000,1,False.
MS,78,408,361-7283,no,no,0,108.600.000,108,18.460.000,209.900.000,126,17.840.000,222.600.000,117,10.020.000,7.900.000,5,2.130.000,1,True.
MT,85,408,372-4868,no,yes,17,89.800.000,88,15.270.000,233.200.000,75,19.820.000,165.700.000,116,7.460.000,9.300.000,7,2.510.000,4,True.
AK,61,415,346-8863,no,yes,15,252.400.000,106,42.910.000,187.800.000,69,15.960.000,259.600.000,137,11.680.000,10.000.000,3,2.700.000,2,False.
DE,97,415,390-5267,no,yes,32,183.400.000,94,31.180.000,269.100.000,120,22.870.000,203.500.000,38,9.160.000,6.700.000,4,1.810.000,5,False.
OH,136,408,392-1547,yes,no,0,183.400.000,103,31.180.000,141.900.000,113,12.060.000,200.400.000,122,9.020.000,10.400.000,9,2.810.000,2,False.
MN,135,408,340-8177,no,no,0,155.200.000,100,26.380.000,135.900.000,84,11.550.000,184.600.000,82,8.310.000,3.800.000,9,1.030.000,3,False.
CA,87,415,383-4802,no,yes,19,165.800.000,122,28.190.000,186.900.000,89,15.890.000,249.700.000,78,11.240.000,0,0,0,1,False.
OH,165,510,378-8567,no,no,0,209.400.000,67,35.600.000,273.800.000,89,23.270.000,150.200.000,88,6.760.000,12.800.000,1,3.460.000,0,False.
NV,148,415,406-7844,no,no,0,279.300.000,104,47.480.000,201.600.000,87,17.140.000,280.800.000,99,12.640.000,7.900.000,2,2.130.000,2,True.
SC,99,415,402-9173,no,no,0,174.100.000,102,29.600.000,99.100.000,118,8.420.000,211.600.000,126,9.520.000,7.700.000,2,2.080.000,2,False.
WV,123,415,352-3440,no,no,0,175.700.000,78,29.870.000,184.600.000,96,15.690.000,156.900.000,92,7.060.000,9.100.000,2,2.460.000,2,False.
NM,127,415,363-1413,yes,no,0,256.500.000,87,43.610.000,222.100.000,101,18.880.000,156.700.000,122,7.050.000,13.000.000,3,3.510.000,1,False.
WY,151,415,394-8861,no,no,0,170.200.000,89,28.930.000,187.500.000,83,15.940.000,119.500.000,100,5.380.000,4.300.000,3,1.160.000,0,False.
CA,185,408,358-4036,no,no,0,139.600.000,92,23.730.000,250.200.000,115,21.270.000,158.100.000,79,7.110.000,10.800.000,4,2.920.000,1,False.
KS,65,415,392-4680,no,yes,34,208.800.000,119,35.500.000,142.100.000,106,12.080.000,214.600.000,87,9.660.000,12.500.000,4,3.380.000,4,False.
WY,58,510,354-2762,no,no,0,210.100.000,126,35.720.000,248.900.000,108,21.160.000,158.600.000,88,7.140.000,14.400.000,2,3.890.000,4,False.
OK,104,415,371-5811,no,no,0,113.600.000,87,19.310.000,158.600.000,98,13.480.000,187.700.000,87,8.450.000,10.500.000,6,2.840.000,2,False.
UT,44,415,387-2014,no,no,0,202.600.000,89,34.440.000,163.000.000,96,13.860.000,268.100.000,151,12.060.000,8.300.000,3,2.240.000,0,False.
MA,58,408,411-6598,no,no,0,174.400.000,112,29.650.000,265.800.000,122,22.590.000,182.400.000,87,8.210.000,0,0,0,4,False.
UT,108,415,355-9356,no,no,0,210.600.000,117,35.800.000,164.200.000,103,13.960.000,201.400.000,68,9.060.000,9.400.000,5,2.540.000,0,False.
MN,132,510,406-4720,no,no,0,121.500.000,88,20.660.000,253.000.000,124,21.510.000,195.700.000,120,8.810.000,10.700.000,4,2.890.000,1,False.
NE,80,415,356-7239,no,no,0,127.800.000,67,21.730.000,181.600.000,112,15.440.000,197.300.000,63,8.880.000,15.900.000,2,4.290.000,2,False.
OH,162,415,328-8747,no,no,0,135.200.000,98,22.980.000,242.000.000,107,20.570.000,246.900.000,96,11.110.000,10.200.000,2,2.750.000,2,False.
KY,110,510,388-9464,no,no,0,99.400.000,62,16.900.000,275.000.000,86,23.380.000,212.100.000,94,9.540.000,16.700.000,3,4.510.000,2,False.
WA,96,415,406-2866,no,no,0,276.900.000,105,47.070.000,246.900.000,94,20.990.000,254.400.000,107,11.450.000,10.300.000,3,2.780.000,1,True.
NY,168,408,333-5729,no,no,0,163.400.000,134,27.780.000,240.100.000,87,20.410.000,164.000.000,147,7.380.000,11.600.000,2,3.130.000,2,True.
IN,72,510,391-1499,no,no,0,287.400.000,116,48.860.000,235.300.000,126,20.000.000,292.100.000,114,13.140.000,5.000.000,3,1.350.000,4,True.
CO,125,408,386-8690,no,yes,23,120.500.000,104,20.490.000,227.800.000,115,19.360.000,158.500.000,100,7.130.000,10.200.000,3,2.750.000,1,False.
DC,170,510,391-2231,no,no,0,184.100.000,106,31.300.000,204.900.000,70,17.420.000,224.300.000,133,10.090.000,9.800.000,3,2.650.000,2,False.
AK,71,510,332-2275,no,no,0,185.000.000,84,31.450.000,232.500.000,129,19.760.000,191.100.000,82,8.600.000,14.900.000,4,4.020.000,3,False.
SC,124,415,340-4028,no,no,0,160.900.000,109,27.350.000,144.200.000,152,12.260.000,120.400.000,97,5.420.000,12.900.000,12,3.480.000,1,False.
KS,68,415,363-3486,no,no,0,207.600.000,68,35.290.000,251.600.000,123,21.390.000,191.600.000,100,8.620.000,10.900.000,6,2.940.000,2,False.
UT,97,415,418-3181,no,no,0,209.200.000,134,35.560.000,0,0,0,175.400.000,94,7.890.000,11.800.000,6,3.190.000,1,False.
IL,98,510,351-3316,yes,no,0,158.400.000,71,26.930.000,306.600.000,66,26.060.000,144.200.000,93,6.490.000,2.100.000,4,570.000,1,False.
DC,24,408,369-3626,no,no,0,149.000.000,73,25.330.000,131.000.000,81,11.140.000,238.600.000,69,10.740.000,8.600.000,3,2.320.000,2,True.
DC,136,510,353-2763,no,no,0,204.500.000,63,34.770.000,208.800.000,95,17.750.000,224.000.000,119,10.080.000,9.800.000,2,2.650.000,0,False.
OK,44,408,358-7165,no,no,0,288.800.000,86,49.100.000,175.900.000,87,14.950.000,215.400.000,106,9.690.000,9.500.000,2,2.570.000,0,True.
KY,96,415,353-3223,no,yes,40,108.600.000,90,18.460.000,206.400.000,154,17.540.000,126.300.000,118,5.680.000,13.400.000,4,3.620.000,0,False.
NE,31,415,338-9044,no,no,0,97.500.000,129,16.580.000,260.400.000,78,22.130.000,88.700.000,100,3.990.000,7.000.000,5,1.890.000,1,False.
AL,72,415,341-7296,no,no,0,166.500.000,102,28.310.000,261.000.000,103,22.190.000,262.700.000,85,11.820.000,13.300.000,5,3.590.000,0,False.
HI,24,415,398-4431,no,no,0,156.200.000,104,26.550.000,90.000.000,101,7.650.000,205.100.000,116,9.230.000,7.300.000,5,1.970.000,1,False.
SC,112,415,408-5601,no,yes,31,225.200.000,89,38.280.000,256.800.000,117,21.830.000,249.700.000,87,11.240.000,11.500.000,1,3.110.000,4,False.
GA,117,415,328-5188,yes,no,0,287.400.000,118,48.860.000,259.600.000,84,22.070.000,153.200.000,86,6.890.000,10.000.000,3,2.700.000,1,True.
KS,137,415,329-4474,no,yes,19,175.300.000,96,29.800.000,241.300.000,146,20.510.000,211.400.000,109,9.510.000,7.800.000,2,2.110.000,0,False.
PA,136,408,357-4573,no,no,0,102.100.000,75,17.360.000,219.500.000,97,18.660.000,73.700.000,92,3.320.000,9.800.000,5,2.650.000,0,False.
UT,95,415,341-7112,no,no,0,157.900.000,103,26.840.000,259.600.000,90,22.070.000,230.000.000,117,10.350.000,14.000.000,2,3.780.000,0,False.
OR,82,415,400-3147,no,yes,19,146.500.000,73,24.910.000,246.400.000,65,20.940.000,199.000.000,114,8.960.000,4.100.000,4,1.110.000,1,False.
ND,145,415,378-1936,no,no,0,245.800.000,116,41.790.000,286.700.000,91,24.370.000,240.700.000,115,10.830.000,9.000.000,13,2.430.000,1,True.
KY,56,415,347-1640,yes,no,0,177.700.000,114,30.210.000,215.600.000,110,18.330.000,236.700.000,67,10.650.000,10.500.000,5,2.840.000,1,False.
MN,155,408,374-9531,yes,no,0,250.800.000,146,42.640.000,152.500.000,105,12.960.000,148.100.000,104,6.660.000,10.000.000,5,2.700.000,2,False.
OH,133,408,380-4374,no,no,0,117.800.000,100,20.030.000,199.200.000,105,16.930.000,244.100.000,119,10.980.000,11.800.000,4,3.190.000,0,True.
TX,53,415,380-9409,no,no,0,119.700.000,113,20.350.000,189.700.000,84,16.120.000,256.200.000,108,11.530.000,12.900.000,7,3.480.000,2,False.
WY,123,415,387-1116,no,no,0,242.200.000,87,41.170.000,226.100.000,101,19.220.000,268.600.000,121,12.090.000,8.200.000,3,2.210.000,5,True.
GA,136,415,400-7509,no,no,0,163.400.000,83,27.780.000,249.300.000,119,21.190.000,249.700.000,90,11.240.000,9.800.000,4,2.650.000,7,False.
TX,57,415,403-6225,no,no,0,161.000.000,113,27.370.000,208.000.000,134,17.680.000,208.100.000,81,9.360.000,8.400.000,4,2.270.000,3,False.
WV,62,408,382-8274,no,no,0,128.700.000,111,21.880.000,169.500.000,104,14.410.000,193.600.000,97,8.710.000,10.300.000,5,2.780.000,1,False.
NM,112,415,354-5764,no,no,0,81.600.000,94,13.870.000,268.100.000,112,22.790.000,140.800.000,75,6.340.000,8.600.000,18,2.320.000,1,False.
MI,55,415,387-6912,no,yes,20,207.700.000,91,35.310.000,199.700.000,113,16.970.000,216.500.000,110,9.740.000,7.300.000,1,1.970.000,1,False.
NC,95,408,384-3413,no,no,0,128.600.000,115,21.860.000,216.200.000,88,18.380.000,255.300.000,96,11.490.000,6.300.000,2,1.700.000,6,True.
NY,125,415,367-3950,no,no,0,233.300.000,65,39.660.000,209.800.000,93,17.830.000,210.600.000,109,9.480.000,9.100.000,4,2.460.000,1,False.
TX,1,415,396-4254,no,no,0,182.100.000,106,30.960.000,134.900.000,106,11.470.000,152.300.000,75,6.850.000,10.000.000,3,2.700.000,5,True.
KY,98,415,333-3010,no,yes,36,168.000.000,81,28.560.000,163.200.000,125,13.870.000,172.700.000,120,7.770.000,8.000.000,2,2.160.000,6,True.
SD,105,415,393-1891,no,no,0,251.600.000,88,42.770.000,175.100.000,103,14.880.000,184.400.000,112,8.300.000,5.400.000,5,1.460.000,1,False.
ID,113,415,336-9053,no,yes,30,183.800.000,102,31.250.000,183.400.000,123,15.590.000,235.000.000,52,10.580.000,11.600.000,7,3.130.000,0,False.
OR,99,408,353-3372,no,no,0,256.400.000,44,43.590.000,214.500.000,105,18.230.000,233.700.000,75,10.520.000,7.900.000,1,2.130.000,3,True.
WI,103,415,386-8943,no,no,0,180.200.000,134,30.630.000,97.700.000,85,8.300.000,181.700.000,134,8.180.000,8.400.000,3,2.270.000,1,False.
WV,177,408,376-9716,no,no,0,227.800.000,81,38.730.000,161.800.000,97,13.750.000,217.000.000,106,9.760.000,8.000.000,5,2.160.000,1,False.
SC,149,415,370-8676,no,yes,20,147.800.000,132,25.130.000,276.800.000,94,23.530.000,149.900.000,110,6.750.000,10.200.000,6,2.750.000,0,False.
CT,160,415,360-2329,no,no,0,234.900.000,136,39.930.000,270.800.000,134,23.020.000,219.300.000,101,9.870.000,13.900.000,2,3.750.000,1,True.
NV,116,408,360-1320,no,no,0,110.900.000,54,18.850.000,213.400.000,82,18.140.000,186.200.000,116,8.380.000,7.900.000,2,2.130.000,2,False.
ND,90,415,329-8638,no,yes,22,124.500.000,94,21.170.000,231.700.000,90,19.690.000,222.200.000,108,10.000.000,6.400.000,12,1.730.000,1,False.
MI,148,415,385-1118,yes,no,0,233.500.000,81,39.700.000,187.700.000,71,15.950.000,122.300.000,97,5.500.000,9.600.000,2,2.590.000,0,True.
MT,147,415,408-8269,no,yes,35,197.300.000,134,33.540.000,141.100.000,99,11.990.000,212.100.000,90,9.540.000,10.100.000,4,2.730.000,2,True.
NE,95,510,391-2334,no,no,0,58.200.000,96,9.890.000,202.100.000,126,17.180.000,210.500.000,97,9.470.000,10.400.000,5,2.810.000,0,False.
UT,201,510,373-8900,no,no,0,212.700.000,72,36.160.000,225.200.000,90,19.140.000,195.100.000,99,8.780.000,7.000.000,6,1.890.000,1,False.
WV,80,415,382-3512,no,no,0,151.500.000,89,25.760.000,131.700.000,78,11.190.000,235.300.000,131,10.590.000,11.800.000,4,3.190.000,0,False.
AR,122,415,420-4089,yes,no,0,146.300.000,117,24.870.000,218.700.000,93,18.590.000,236.000.000,97,10.620.000,11.500.000,5,3.110.000,1,False.
MT,132,408,406-8465,no,no,0,195.100.000,100,33.170.000,148.800.000,95,12.650.000,224.500.000,117,10.100.000,6.700.000,2,1.810.000,0,False.
UT,83,510,386-6114,no,no,0,208.900.000,71,35.510.000,214.800.000,92,18.260.000,247.900.000,108,11.160.000,13.000.000,5,3.510.000,1,False.
HI,99,408,413-9328,no,no,0,135.700.000,107,23.070.000,208.400.000,103,17.710.000,209.000.000,95,9.400.000,8.800.000,3,2.380.000,7,True.
KS,84,415,335-7144,no,no,0,225.900.000,86,38.400.000,275.600.000,105,23.430.000,201.400.000,108,9.060.000,14.300.000,3,3.860.000,3,True.
NY,46,415,414-5177,no,no,0,122.200.000,67,20.770.000,167.200.000,62,14.210.000,194.800.000,98,8.770.000,9.700.000,6,2.620.000,1,False.
OH,87,510,350-5993,no,no,0,153.300.000,106,26.060.000,224.500.000,117,19.080.000,273.400.000,152,12.300.000,8.900.000,5,2.400.000,2,False.
